survey_id,encounter_id,likelihood_to_recommend,staff_communication,cleanliness,overall,comments
S758304,E003352,6,4,3,5,Nurse was helpful
S748719,E007416,4,2,2,4,
S346839,E003707,8,2,1,2,Facilities need improvement
S902142,E000952,10,1,1,2,Facilities need improvement
S582110,E006650,6,4,4,3,
S254061,E005128,10,3,1,4,Great care
S718835,E004089,1,5,1,3,Doctor explained well
S770804,E000173,0,4,2,2,Nurse was helpful
S423653,E006084,4,2,5,4,Nurse was helpful
S652894,E002354,5,5,3,1,Long wait time
S789147,E000431,7,1,2,1,Nurse was helpful
S138042,E002619,6,5,1,1,Facilities need improvement
S748602,E007236,1,1,3,1,
S917514,E003887,9,4,4,2,Great care
S217262,E004548,9,5,1,3,Facilities need improvement
S458448,E002548,7,4,2,1,Doctor explained well
S732479,E007358,3,1,5,4,Doctor explained well
S602998,E007118,10,1,3,3,Great care
S917105,E001975,5,3,5,4,Doctor explained well
S890605,E002790,9,3,4,3,Nurse was helpful
S337294,E003231,4,4,4,2,Great care
S508688,E000522,10,2,1,1,
S652464,E004698,1,5,5,1,Nurse was helpful
S978748,E000092,9,4,4,3,Great care
S743180,E003909,5,2,3,1,Great care
S871454,E001642,1,4,3,2,Long wait time
S294836,E002037,0,2,1,3,Facilities need improvement
S630687,E005444,3,5,5,5,Great care
S145370,E003666,9,2,3,1,Great care
S404601,E006705,8,4,1,5,Doctor explained well
S933578,E000906,2,3,2,4,Facilities need improvement
S817174,E000159,1,5,5,1,
S566241,E001681,3,1,1,5,Great care
S666238,E007474,0,4,4,2,Nurse was helpful
S173813,E000344,6,5,5,4,Nurse was helpful
S286602,E007164,3,4,5,3,
S003053,E005857,5,2,4,4,Great care
S453312,E004799,10,3,3,2,Great care
S497210,E000538,3,5,3,2,Great care
S417626,E001209,2,2,2,3,
S056293,E003955,8,4,2,3,
S125609,E006968,6,3,5,2,Great care
S692363,E007433,6,2,5,4,Long wait time
S806856,E007278,1,4,4,4,Doctor explained well
S540718,E003360,0,5,1,1,Nurse was helpful
S602876,E002026,6,5,2,1,
S610040,E006296,3,1,5,4,Long wait time
S468923,E001883,2,4,1,5,Long wait time
S138609,E002560,10,5,4,4,Great care
S171546,E001510,2,5,4,1,Great care
S649898,E002171,1,5,2,4,
S985605,E000209,3,2,5,1,Long wait time
S289579,E004970,9,4,3,4,Great care
S825901,E004345,1,1,5,4,Doctor explained well
S552657,E004735,3,1,4,5,Great care
S087713,E003022,2,5,1,1,Doctor explained well
S589775,E004255,3,3,5,5,Great care
S430583,E007195,9,2,4,5,Nurse was helpful
S067320,E002495,7,4,1,3,Doctor explained well
S831049,E000112,0,2,1,2,Long wait time
S890067,E004526,1,3,4,4,Doctor explained well
S722486,E002951,8,2,1,5,Facilities need improvement
S638539,E003312,0,3,1,4,Long wait time
S225442,E006663,2,3,5,2,Facilities need improvement
S995856,E003302,2,2,1,4,Long wait time
S725596,E003687,2,4,5,1,Facilities need improvement
S980781,E000596,0,4,5,4,Facilities need improvement
S898541,E002253,4,1,4,3,
S779178,E005689,10,3,1,5,Doctor explained well
S715243,E003516,8,2,5,3,Doctor explained well
S856473,E001984,7,5,3,1,Facilities need improvement
S460137,E004753,1,5,3,3,Facilities need improvement
S875339,E005217,7,4,5,3,Facilities need improvement
S601410,E005900,6,5,1,1,Nurse was helpful
S286693,E007535,0,3,1,2,Facilities need improvement
S825703,E003913,2,4,5,2,Nurse was helpful
S258754,E000693,10,3,3,2,Doctor explained well
S276060,E001049,5,4,2,1,
S103241,E002243,9,5,2,2,Long wait time
S993918,E005199,10,4,3,3,
S351740,E005100,8,5,4,3,
S034493,E005394,4,2,2,2,Doctor explained well
S843806,E004573,8,5,2,5,Nurse was helpful
S717845,E000446,10,2,1,3,
S026510,E003712,6,1,5,4,Long wait time
S482486,E004480,6,5,2,5,Facilities need improvement
S988865,E006117,0,3,3,2,Great care
S233050,E004825,4,3,4,4,Great care
S556333,E001794,10,4,2,2,Facilities need improvement
S640034,E001195,5,1,4,5,Doctor explained well
S168321,E004878,4,1,5,1,Nurse was helpful
S127929,E002868,7,2,1,2,Facilities need improvement
S596107,E005937,6,4,1,4,Long wait time
S424188,E005738,2,5,1,5,Long wait time
S332734,E007422,10,3,4,1,
S702703,E002733,3,1,4,1,
S540138,E003040,4,3,4,3,Long wait time
S684804,E004252,7,3,2,3,Long wait time
S885403,E004845,3,4,5,3,Facilities need improvement
S363910,E007542,10,5,1,2,Doctor explained well
S259617,E002763,4,2,3,1,Long wait time
S605205,E000128,7,1,3,1,Long wait time
S643117,E000032,3,3,5,3,Doctor explained well
S837131,E004674,1,5,1,1,
S557380,E002145,4,1,1,5,Great care
S325185,E004281,2,1,5,1,Doctor explained well
S998934,E001095,6,4,4,1,Doctor explained well
S972207,E005368,10,3,3,3,Long wait time
S166514,E006939,6,1,1,4,Great care
S269530,E007612,3,2,3,1,
S955857,E003864,0,3,3,5,Facilities need improvement
S287645,E005607,6,2,3,1,Nurse was helpful
S131616,E005654,4,4,1,5,Doctor explained well
S100862,E006805,9,3,4,4,Great care
S658948,E000652,3,4,2,1,Great care
S755639,E007150,5,1,1,1,Long wait time
S390491,E003982,4,3,3,2,Long wait time
S585655,E005988,1,2,2,2,Nurse was helpful
S919416,E000131,6,3,1,3,Great care
S592453,E004172,10,3,2,4,Doctor explained well
S940744,E004988,6,1,3,3,
S900035,E003264,10,4,1,1,Nurse was helpful
S300209,E001129,7,3,4,2,
S793405,E004283,2,3,2,4,Facilities need improvement
S373973,E004203,4,3,3,2,Nurse was helpful
S683657,E002745,6,1,3,3,Doctor explained well
S437309,E000135,8,2,5,5,Long wait time
S447008,E003341,8,1,5,3,Nurse was helpful
S906416,E002701,9,1,1,3,Nurse was helpful
S632453,E004543,0,2,5,1,
S581547,E000288,5,4,1,1,
S385873,E005642,2,2,4,1,Great care
S429548,E002562,1,1,4,4,Doctor explained well
S861559,E000773,1,5,5,1,Facilities need improvement
S604589,E007989,3,4,3,4,Doctor explained well
S207575,E005596,7,4,4,3,Long wait time
S575857,E006217,2,3,4,5,
S128765,E001732,1,2,2,5,Long wait time
S240177,E007009,10,2,3,1,Great care
S532918,E007094,3,1,5,5,Great care
S476124,E006393,8,5,3,1,Nurse was helpful
S213880,E000213,9,2,3,4,Facilities need improvement
S089029,E004257,6,5,5,1,
S985271,E004602,0,4,3,4,Doctor explained well
S216746,E005250,2,2,1,5,Doctor explained well
S890084,E000803,2,5,2,1,Doctor explained well
S343123,E006933,8,3,2,4,Great care
S809825,E003578,0,2,5,4,Facilities need improvement
S232284,E007971,2,4,1,4,Long wait time
S326241,E007214,2,3,1,3,Nurse was helpful
S881385,E000100,9,2,2,1,Facilities need improvement
S649902,E002687,10,3,5,2,Doctor explained well
S421173,E006022,3,5,3,5,Facilities need improvement
S402009,E004572,3,5,4,4,
S080076,E000553,4,2,3,5,Great care
S876879,E000026,10,1,5,5,Nurse was helpful
S031054,E001605,8,5,5,3,Nurse was helpful
S474314,E003956,5,5,2,2,Great care
S257083,E001779,1,3,3,2,Long wait time
S958483,E005653,6,1,4,5,Doctor explained well
S788661,E004534,5,5,5,1,Nurse was helpful
S107495,E005382,3,3,4,2,Doctor explained well
S459270,E004732,3,2,5,5,Great care
S604859,E004866,10,2,3,3,
S815512,E007149,8,5,2,4,Doctor explained well
S262416,E005622,2,1,1,4,
S755247,E007608,0,2,1,2,
S155496,E003515,0,3,4,2,Facilities need improvement
S673044,E001393,0,5,5,2,Great care
S637381,E006139,4,4,3,2,Doctor explained well
S687452,E005356,7,1,3,2,
S803022,E002946,0,1,1,5,Nurse was helpful
S873860,E007760,4,5,5,5,Facilities need improvement
S131457,E007244,8,3,2,5,Nurse was helpful
S409823,E005567,7,4,4,5,Nurse was helpful
S989455,E002794,2,4,1,1,Doctor explained well
S749545,E004900,10,4,2,3,Nurse was helpful
S626573,E004323,1,2,4,2,Nurse was helpful
S008517,E002916,0,2,1,1,Great care
S664546,E003051,9,5,2,5,Facilities need improvement
S771508,E002981,0,4,4,3,Great care
S752336,E002019,9,4,4,5,Great care
S322288,E002546,7,5,4,4,Facilities need improvement
S581775,E007978,10,2,4,5,Nurse was helpful
S252259,E004476,0,2,1,5,Facilities need improvement
S086533,E005322,0,3,5,3,Facilities need improvement
S506747,E005993,3,3,2,1,
S514079,E001307,6,4,1,1,
S336086,E001625,3,2,1,1,Facilities need improvement
S166151,E002652,5,4,1,2,Doctor explained well
S300445,E000940,4,5,5,5,Nurse was helpful
S367781,E005143,2,1,5,2,Doctor explained well
S657670,E004131,1,4,3,2,
S399680,E000029,5,2,5,3,Facilities need improvement
S288711,E003269,0,2,2,1,
S571373,E005029,2,4,2,1,Great care
S519439,E007013,10,4,2,4,Long wait time
S868790,E004003,0,1,4,1,Great care
S722238,E002239,9,1,1,4,
S472257,E002825,9,2,4,1,
S660050,E004890,7,2,3,1,Nurse was helpful
S087461,E004371,4,3,1,1,Facilities need improvement
S403464,E004669,4,5,3,3,Doctor explained well
S674847,E003284,6,5,3,2,Doctor explained well
S078658,E005895,10,5,1,3,Facilities need improvement
S881311,E005337,0,3,1,4,Long wait time
S609911,E004679,5,2,3,2,Great care
S861615,E003772,5,4,4,4,Nurse was helpful
S682977,E002736,0,4,1,3,Great care
S942212,E003088,9,5,1,3,Nurse was helpful
S410282,E006297,5,3,1,4,Facilities need improvement
S166537,E002313,5,3,3,1,Nurse was helpful
S500685,E003250,9,3,3,3,
S806320,E006000,9,3,3,5,Facilities need improvement
S739682,E006691,1,3,2,4,Nurse was helpful
S356927,E005799,1,5,5,2,Great care
S501265,E004348,0,5,4,5,Great care
S707212,E003580,10,5,1,2,Doctor explained well
S612010,E002692,3,4,2,2,Nurse was helpful
S914424,E005248,9,1,5,2,Nurse was helpful
S239478,E004642,6,1,1,2,Facilities need improvement
S512386,E005118,2,4,2,3,Long wait time
S727119,E004418,9,2,1,1,Doctor explained well
S508056,E005274,1,4,5,5,
S755459,E006947,0,3,1,4,Facilities need improvement
S098496,E006191,5,3,2,1,Doctor explained well
S857686,E000869,9,1,2,3,Nurse was helpful
S163446,E003897,5,1,3,3,Doctor explained well
S378244,E006056,0,3,1,1,Facilities need improvement
S803532,E002859,4,2,4,3,Facilities need improvement
S999281,E003586,0,2,3,3,Doctor explained well
S990163,E006965,2,4,2,4,Great care
S815927,E001340,7,4,4,5,Nurse was helpful
S390209,E007307,3,4,4,5,Nurse was helpful
S069236,E005629,8,5,3,4,Nurse was helpful
S440872,E002365,2,5,3,1,Nurse was helpful
S770185,E005772,5,1,4,4,Long wait time
S115689,E000871,0,3,5,4,Great care
S185468,E004355,8,2,4,5,Great care
S680454,E001366,3,1,1,2,Facilities need improvement
S862351,E003147,5,5,3,1,Great care
S798859,E007834,7,4,3,4,Nurse was helpful
S357954,E007163,10,4,5,4,
S604172,E007359,9,3,2,1,Doctor explained well
S301093,E004411,10,5,2,2,Doctor explained well
S020118,E001526,7,1,5,3,Nurse was helpful
S917586,E001783,4,4,1,1,Long wait time
S259678,E000326,1,4,5,4,Great care
S468916,E005031,8,4,3,1,Great care
S264709,E000372,3,4,4,2,Great care
S476514,E006944,6,5,4,1,Long wait time
S246182,E007537,5,3,2,5,Great care
S670850,E003161,1,5,2,3,Great care
S568768,E002070,0,4,2,3,Facilities need improvement
S601131,E002175,1,1,1,2,Great care
S123059,E004054,1,1,4,3,Nurse was helpful
S535746,E007137,8,3,2,1,Great care
S984953,E006746,7,4,5,5,Nurse was helpful
S868197,E002001,5,5,2,4,Nurse was helpful
S771535,E006238,3,4,4,3,Great care
S799366,E001357,6,1,5,4,
S905923,E003751,8,4,1,2,Great care
S362969,E002930,5,5,1,3,
S998309,E001495,1,3,2,2,
S493453,E006880,3,5,1,3,Doctor explained well
S570284,E003342,9,4,5,5,
S835990,E002142,8,5,1,3,Great care
S174337,E007603,8,5,5,1,Great care
S639470,E000088,0,5,5,1,Facilities need improvement
S749621,E005508,8,3,4,1,
S328627,E003969,3,2,1,5,Long wait time
S992062,E000475,7,1,2,5,Nurse was helpful
S830918,E007030,9,2,2,4,Facilities need improvement
S112891,E004829,0,2,2,3,
S476276,E006657,6,5,5,4,
S581053,E006429,2,4,1,2,Nurse was helpful
S659204,E006560,6,1,3,4,Nurse was helpful
S346250,E003601,5,1,2,1,Nurse was helpful
S631779,E004672,1,1,3,5,Long wait time
S180926,E002623,2,4,3,1,Great care
S140213,E001886,2,2,3,2,Long wait time
S295035,E000964,8,2,1,1,Great care
S227568,E007780,5,2,1,2,
S800030,E002925,5,5,4,4,Nurse was helpful
S849313,E002337,4,4,4,1,Facilities need improvement
S574027,E001614,3,3,4,3,Nurse was helpful
S000776,E006456,10,2,5,5,Nurse was helpful
S259118,E000575,1,2,2,5,Great care
S508422,E007133,10,4,5,4,
S266615,E006837,10,3,4,4,Nurse was helpful
S985363,E007085,1,3,3,2,
S438159,E003896,0,1,3,1,Great care
S350721,E006068,2,5,2,3,Nurse was helpful
S529684,E002135,3,1,2,3,Doctor explained well
S153429,E003960,1,4,5,5,Long wait time
S781189,E005131,5,2,3,1,Long wait time
S831954,E003902,10,3,4,4,Nurse was helpful
S273903,E007857,9,2,1,5,Nurse was helpful
S558494,E007771,7,2,3,1,
S561569,E007940,4,5,3,5,Doctor explained well
S438377,E000465,2,2,5,1,Facilities need improvement
S307925,E004630,7,1,4,1,Nurse was helpful
S977166,E003568,9,2,1,1,Doctor explained well
S809234,E004483,10,3,4,3,
S207245,E002646,9,2,1,4,Great care
S566000,E007758,2,1,1,3,Doctor explained well
S553029,E003355,8,2,3,3,
S420349,E006343,9,5,5,2,
S798493,E004010,9,4,3,2,
S027561,E006126,9,1,3,5,
S914044,E001626,7,3,5,4,Long wait time
S763244,E004079,8,2,5,2,Nurse was helpful
S012939,E007429,3,5,4,4,Facilities need improvement
S933922,E004518,3,5,1,4,Long wait time
S473738,E001971,2,3,2,1,Doctor explained well
S531080,E001026,8,3,2,1,Facilities need improvement
S158625,E006076,3,4,1,4,Doctor explained well
S336613,E000380,8,4,4,5,Nurse was helpful
S288377,E000827,6,4,2,5,Nurse was helpful
S517335,E000606,5,5,3,5,Long wait time
S456686,E004452,2,5,4,2,Great care
S637879,E004798,4,2,2,1,Long wait time
S216317,E002637,3,4,2,5,Nurse was helpful
S186475,E000509,1,1,1,2,Great care
S489911,E002436,10,1,4,1,Facilities need improvement
S715634,E004306,8,5,5,3,
S259673,E003554,6,4,2,2,Long wait time
S399846,E007287,6,3,2,2,Great care
S042874,E004357,7,2,3,1,Long wait time
S227069,E004280,4,5,5,1,Long wait time
S102646,E001069,7,1,2,4,
S159568,E001297,8,2,2,4,Facilities need improvement
S992141,E005651,9,5,1,1,Long wait time
S809376,E005720,10,4,3,3,Great care
S455245,E000973,3,4,5,5,Long wait time
S325900,E002731,6,5,3,1,Great care
S022480,E006577,2,3,2,2,
S716136,E004554,6,5,3,4,Doctor explained well
S668799,E000483,7,2,3,2,Nurse was helpful
S960007,E003007,9,3,2,1,Nurse was helpful
S181916,E007302,1,4,4,2,
S598770,E007378,7,5,2,1,Long wait time
S219587,E006903,4,3,2,1,Great care
S546960,E006209,2,2,5,5,Facilities need improvement
S763093,E004274,4,5,2,4,Nurse was helpful
S590768,E000214,3,5,3,4,Nurse was helpful
S265124,E003481,1,3,1,3,Nurse was helpful
S521054,E002452,3,4,4,1,Long wait time
S698206,E000748,6,1,5,3,Nurse was helpful
S516928,E000559,6,2,4,1,Great care
S822489,E003609,5,2,1,1,Facilities need improvement
S549554,E001718,6,2,2,4,Great care
S086616,E002826,9,4,3,5,
S790025,E001202,10,4,3,2,Nurse was helpful
S826817,E003638,8,2,4,5,Facilities need improvement
S594909,E000528,10,2,2,2,Doctor explained well
S354612,E002196,7,4,3,2,Nurse was helpful
S889979,E007100,8,1,4,5,Nurse was helpful
S673701,E001221,4,1,2,2,Great care
S973344,E000320,5,4,5,1,Long wait time
S522571,E006610,3,5,4,1,Doctor explained well
S230562,E003879,1,4,3,3,Facilities need improvement
S048225,E002740,2,2,2,4,Nurse was helpful
S963428,E004293,3,2,1,3,Long wait time
S004802,E001415,9,1,5,3,Facilities need improvement
S519011,E004843,4,1,4,5,Doctor explained well
S184897,E005669,10,5,4,3,Great care
S425098,E005215,7,2,2,3,Great care
S144568,E004385,10,3,1,2,Doctor explained well
S625902,E007443,2,4,2,5,
S610343,E004422,6,4,1,1,Doctor explained well
S569608,E001008,2,2,1,4,Facilities need improvement
S100208,E001325,0,2,3,4,Long wait time
S700023,E003550,1,3,1,1,Great care
S047704,E002010,8,1,5,5,Facilities need improvement
S419148,E003330,10,1,4,2,Facilities need improvement
S800384,E001240,1,1,3,4,Great care
S957348,E003492,5,1,5,3,Great care
S106611,E006707,6,4,3,3,Great care
S038629,E005927,9,2,3,4,Great care
S865493,E003396,2,3,5,1,Nurse was helpful
S763958,E001863,5,2,3,5,Facilities need improvement
S440199,E006377,2,2,5,4,Facilities need improvement
S403573,E005346,9,2,4,5,Facilities need improvement
S289205,E006027,7,4,1,4,Great care
S363392,E007260,10,5,4,1,Great care
S258326,E005241,0,2,2,2,Doctor explained well
S072426,E002051,6,1,5,4,Facilities need improvement
S838601,E004652,0,5,3,3,
S275306,E000775,10,3,3,1,
S145057,E006748,6,4,4,1,
S711611,E005169,3,1,4,3,Long wait time
S239070,E006764,2,3,1,4,Doctor explained well
S153024,E005489,0,3,3,2,Long wait time
S290426,E006352,10,2,2,3,Long wait time
S006292,E007165,10,5,1,3,
S262994,E007514,10,5,4,5,Facilities need improvement
S500272,E001080,6,1,3,1,Long wait time
S642205,E004880,10,4,3,3,Long wait time
S647712,E002188,7,5,5,1,Doctor explained well
S980690,E003551,10,3,4,1,Facilities need improvement
S681119,E007053,7,4,3,2,
S103725,E004911,10,5,3,3,Long wait time
S630761,E005041,7,1,4,1,Long wait time
S444609,E007072,6,3,3,3,Facilities need improvement
S509724,E007769,8,4,3,1,Facilities need improvement
S551939,E004008,10,1,3,2,Facilities need improvement
S874761,E002661,8,2,5,1,
S207865,E006521,4,2,3,5,Doctor explained well
S525770,E000841,4,1,4,5,Facilities need improvement
S854001,E004394,1,4,5,4,
S801818,E006628,9,4,4,2,Facilities need improvement
S349949,E002799,10,2,1,2,
S302322,E002147,10,4,3,4,Nurse was helpful
S003389,E006861,8,3,4,3,Doctor explained well
S449973,E005181,3,3,4,1,
S441002,E000884,2,2,3,5,Doctor explained well
S962566,E003256,10,4,2,2,Long wait time
S767710,E003036,0,1,1,1,Doctor explained well
S594911,E002923,5,4,5,2,Long wait time
S103885,E003056,1,4,3,5,Great care
S912533,E004219,3,4,4,2,Great care
S938618,E001753,2,2,1,5,Facilities need improvement
S564547,E001466,9,2,4,2,Doctor explained well
S195231,E001105,2,3,5,3,Facilities need improvement
S966058,E004807,9,4,2,1,Long wait time
S859604,E003541,4,5,2,5,Nurse was helpful
S896431,E005220,8,3,4,5,Long wait time
S586352,E004096,7,3,1,2,Great care
S135151,E000994,1,1,3,4,Great care
S822363,E004742,2,4,5,1,
S584011,E004128,6,4,1,5,Facilities need improvement
S409261,E001501,7,5,2,4,Great care
S662374,E002864,8,3,4,2,Facilities need improvement
S490538,E007805,9,1,4,4,Nurse was helpful
S830858,E004656,0,5,2,1,Nurse was helpful
S917738,E000489,2,2,5,1,Doctor explained well
S451515,E001057,8,1,3,2,
S595225,E001337,6,2,3,5,
S618726,E005389,10,1,5,2,Nurse was helpful
S849503,E003490,3,2,4,2,Facilities need improvement
S762758,E003755,2,2,1,4,Nurse was helpful
S234003,E005409,4,4,5,5,Great care
S245617,E006622,2,5,1,4,Nurse was helpful
S829998,E001303,8,3,3,4,Facilities need improvement
S142515,E005315,10,5,4,5,
S031128,E003784,4,2,2,5,Doctor explained well
S916525,E003163,10,4,3,3,Doctor explained well
S345998,E005782,10,4,2,1,Long wait time
S492795,E002720,10,1,3,2,Facilities need improvement
S523488,E007755,2,3,1,5,Nurse was helpful
S518658,E006611,10,4,1,5,Great care
S160722,E003701,6,1,3,3,Doctor explained well
S090989,E002117,9,5,3,5,Great care
S888476,E002989,6,2,4,5,Great care
S676150,E007112,8,3,1,3,Doctor explained well
S402798,E006383,7,4,2,3,Great care
S726602,E002152,2,1,1,4,
S044255,E000121,2,2,4,4,
S541392,E000992,0,3,2,1,Nurse was helpful
S246649,E003239,4,1,5,3,Facilities need improvement
S183935,E006108,10,4,4,4,Great care
S114730,E004443,4,2,2,5,Doctor explained well
S455794,E002458,10,5,1,3,Nurse was helpful
S172382,E000447,6,3,1,3,Doctor explained well
S704343,E005178,6,2,4,4,Nurse was helpful
S454458,E001092,5,3,5,1,Nurse was helpful
S930755,E002419,0,1,3,3,Long wait time
S916984,E007605,2,3,2,5,Great care
S692480,E000891,9,4,1,3,Doctor explained well
S263225,E000977,6,2,3,5,Nurse was helpful
S828899,E002795,8,3,4,3,Doctor explained well
S522438,E000505,6,5,2,1,Doctor explained well
S577127,E006392,4,2,3,1,Doctor explained well
S278551,E001034,10,3,5,3,Facilities need improvement
S144557,E002738,5,4,2,4,Nurse was helpful
S737787,E007092,6,1,1,2,Great care
S529997,E006328,7,4,5,2,Facilities need improvement
S295044,E002711,0,1,5,1,Facilities need improvement
S446349,E002536,3,2,2,5,
S378246,E007761,6,1,2,2,Nurse was helpful
S605628,E004121,9,1,4,1,Nurse was helpful
S941152,E002788,5,4,1,3,
S556290,E002905,7,1,3,2,Great care
S685663,E003838,10,4,2,1,Long wait time
S249802,E006020,6,5,1,4,Long wait time
S081473,E004320,3,2,5,1,Doctor explained well
S102300,E006166,10,4,4,3,Nurse was helpful
S519586,E005910,2,2,1,4,
S397088,E002814,7,5,4,3,Doctor explained well
S874925,E005182,0,1,1,5,Facilities need improvement
S624366,E000737,6,5,4,1,Doctor explained well
S215401,E007601,8,5,5,5,Long wait time
S442745,E002861,8,3,2,4,Doctor explained well
S075445,E007289,2,3,2,1,Long wait time
S312253,E007294,4,4,3,2,
S038852,E003835,5,4,1,2,Doctor explained well
S592014,E005176,6,5,5,5,Nurse was helpful
S874714,E004050,7,5,1,1,Nurse was helpful
S521231,E000125,3,4,3,2,Doctor explained well
S468368,E004860,8,3,5,5,
S958019,E004954,10,3,1,2,Nurse was helpful
S641145,E005121,10,4,2,2,Long wait time
S270157,E003993,8,1,1,2,
S574294,E007311,4,1,1,2,Long wait time
S183219,E002837,3,2,2,3,
S414285,E005422,8,2,1,4,Doctor explained well
S617409,E000093,5,5,3,1,Great care
S219620,E006484,8,3,2,1,
S381142,E003428,1,5,5,1,Doctor explained well
S590799,E002808,4,3,5,1,Nurse was helpful
S636817,E001970,5,4,1,2,Long wait time
S734817,E002233,7,4,4,4,Facilities need improvement
S346905,E000548,0,3,3,5,Facilities need improvement
S524678,E004700,4,5,1,5,
S916021,E005765,8,2,2,2,Long wait time
S145836,E002663,7,4,2,5,
S470171,E006457,9,4,3,2,Nurse was helpful
S673060,E005140,6,3,2,4,
S283189,E004848,8,1,3,2,Doctor explained well
S502095,E001007,7,2,3,4,Doctor explained well
S610336,E004369,7,2,5,1,Great care
S972457,E007806,6,3,4,1,Facilities need improvement
S193942,E003528,8,5,1,1,Great care
S062847,E006806,6,5,4,5,Great care
S611915,E005332,0,4,4,5,Great care
S452491,E002212,7,1,2,5,Long wait time
S775032,E007074,4,5,3,4,Nurse was helpful
S632364,E002044,7,1,3,1,Great care
S946744,E001612,10,2,5,5,
S809230,E007703,0,2,2,4,Great care
S733065,E001044,3,2,5,3,Doctor explained well
S443127,E001982,5,5,1,5,
S965876,E000006,4,2,3,2,Long wait time
S060164,E006464,5,2,4,1,Great care
S703758,E003349,1,3,4,4,Great care
S394205,E006619,5,1,3,2,Long wait time
S646367,E004637,2,5,1,2,Great care
S056354,E001862,4,3,1,3,Nurse was helpful
S421401,E002903,9,2,5,4,Great care
S188167,E004824,5,4,1,1,
S749437,E002088,1,5,5,4,Facilities need improvement
S127369,E001200,10,4,4,4,Facilities need improvement
S914809,E004038,10,4,1,5,Doctor explained well
S086678,E003866,7,5,2,2,Great care
S254500,E005760,5,4,4,4,Facilities need improvement
S006688,E003750,4,4,2,2,Doctor explained well
S173040,E000530,1,2,3,1,Nurse was helpful
S809014,E006378,1,2,5,4,Facilities need improvement
S134479,E005262,3,3,4,2,Nurse was helpful
S594953,E000369,6,2,3,2,Facilities need improvement
S399584,E001601,2,1,5,5,Nurse was helpful
S862086,E004580,8,5,4,4,Facilities need improvement
S853527,E006483,10,5,1,4,Facilities need improvement
S296068,E007610,6,4,2,2,Long wait time
S079719,E002500,9,3,2,5,Long wait time
S788015,E003009,1,1,3,4,Long wait time
S837128,E004387,2,3,4,1,Facilities need improvement
S923047,E002984,9,4,5,5,
S382461,E004591,0,5,4,2,Long wait time
S838090,E005150,1,2,3,4,Long wait time
S423441,E004756,9,4,1,3,Doctor explained well
S646526,E001268,5,1,5,5,Facilities need improvement
S700534,E006173,3,1,2,1,Great care
S277025,E005750,7,5,1,5,
S135832,E002139,4,2,5,4,Doctor explained well
S110235,E000735,2,2,1,2,
S564396,E001166,7,4,4,2,Long wait time
S047020,E000562,8,3,5,3,Doctor explained well
S575089,E006143,2,2,4,5,Doctor explained well
S040989,E006501,6,2,2,4,
S637841,E002321,9,3,3,2,Long wait time
S702648,E001261,2,5,3,3,
S086972,E007445,0,5,3,1,Nurse was helpful
S628285,E000302,10,3,5,5,Great care
S144393,E006196,10,1,5,4,
S086809,E001150,6,1,1,3,Doctor explained well
S927046,E001187,6,5,1,1,
S772218,E003954,7,4,2,1,Doctor explained well
S416493,E001918,4,5,5,2,Long wait time
S456395,E005647,2,3,5,2,Great care
S029509,E003792,2,1,2,2,Facilities need improvement
S531965,E000543,2,1,3,4,Great care
S191732,E007859,2,1,3,2,Nurse was helpful
S238166,E006192,4,2,4,2,Long wait time
S294577,E003986,2,4,4,5,
S960965,E005195,6,4,5,4,Facilities need improvement
S902549,E001905,2,1,1,3,Nurse was helpful
S964216,E002781,2,4,5,5,
S396204,E006643,8,3,3,2,Nurse was helpful
S997325,E001161,1,3,2,2,Great care
S200055,E002828,5,4,2,2,Nurse was helpful
S246551,E006181,10,5,2,4,Doctor explained well
S270015,E006114,3,5,5,4,Nurse was helpful
S655988,E001074,2,2,5,3,Great care
S166309,E006394,6,1,2,4,Doctor explained well
S173216,E001269,7,2,2,2,Facilities need improvement
S797605,E000571,4,4,3,3,Nurse was helpful
S085880,E006092,8,2,5,1,Doctor explained well
S878722,E000542,8,3,1,1,Doctor explained well
S628252,E005103,9,3,5,5,Facilities need improvement
S271409,E001708,9,3,4,3,Long wait time
S883435,E006424,8,1,1,5,Nurse was helpful
S112601,E003794,7,4,2,3,Doctor explained well
S221940,E005068,3,4,4,1,Great care
S153688,E001750,5,4,3,5,
S264010,E000219,1,2,5,3,Long wait time
S365180,E003162,4,2,5,4,
S921488,E001873,9,2,2,4,Doctor explained well
S319636,E006758,0,2,4,5,Facilities need improvement
S216694,E003525,10,5,1,5,Long wait time
S216731,E002127,7,2,4,3,Facilities need improvement
S220023,E000245,3,5,4,2,Long wait time
S232006,E007488,6,4,5,4,Doctor explained well
S204462,E004307,3,5,4,1,Long wait time
S729936,E005020,3,1,4,4,Great care
S599447,E003744,5,5,4,4,Doctor explained well
S277062,E006971,6,1,2,4,
S341738,E007666,6,3,3,3,Great care
S944276,E003019,5,2,3,4,Long wait time
S472422,E007557,10,1,1,3,Nurse was helpful
S702748,E003423,2,4,2,3,Nurse was helpful
S815190,E007234,8,5,3,2,Long wait time
S791211,E001193,6,5,5,4,Doctor explained well
S307386,E004928,3,5,1,3,Doctor explained well
S119377,E000905,3,2,4,2,Long wait time
S620931,E004676,7,4,3,3,Doctor explained well
S646394,E003052,7,3,2,5,Nurse was helpful
S220897,E001890,10,1,3,4,
